B,C,D,E,F,G,H,I,J,K,L,N
1,18582.99,18494.66709,-800.17,14.64564954,16.09547388,22.48053092,-150.4682167,-85.35435046,92.74553571,-62.27038952,18335.79
1,18522.522,18485.26527,-466.74,33.90259966,17.28131037,32.98401621,-168.2808862,-66.09740034,43.5427181,-21.32696393,18531.28
1,18457.223,18452.994,-189.66,21.33287053,18.83215159,32.11094126,-170.2610691,-78.66712947,85.44560185,-86.50624676,18345.03
1,18417.489,18394.83527,-332.01,8.232922312,19.38541779,37.341506,-185.0405683,-91.76707769,84.99700965,-175.8546556,18137.35
1,18379.173,18334.60091,-124.38,9.294493783,19.35880072,37.6819608,-208.8079757,-90.70550622,66.86591358,-168.2568722,18086.2
1,18372.255,18291.36945,-377.41,17.13818828,20.74773212,47.44100022,-227.5874257,-82.86181172,40.56744649,-121.148393,18141.4
1,18352.983,18282.97582,-202.87,43.38188277,22.75542405,42.15411673,-233.4255375,-56.61811723,38.56167705,-29.8901664,18326.09
1,18299.42,18217.58436,-519.44,2.960770782,20.55105985,32.7301921,-228.1114335,-97.03922922,92.51442759,-105.2236422,17993.33
1,18249.34,18165.32073,-572.99,9.869719201,19.14750372,33.87865209,-242.7966477,-90.1302808,55.77784075,-104.746042,18011.97
1,18175.568,18092.21164,-488.55,6.512078942,16.72711758,27.58725452,-252.7078937,-93.48792106,67.87572938,-136.6020478,17847.24
1,18146.453,18068.40655,-486.64,27.5476604,18.01731867,40.86725764,-265.4817688,-72.4523396,13.33619415,-72.83383972,18044.64
1,18119.935,18090.16055,-78.93,67.93149812,21.42020851,41.81523001,-256.3683822,-32.06850188,15.38679781,47.16791705,18266.1
1,18108.638,18110.54691,94.71,68.63946311,26.15086777,46.15159257,-232.3461384,-31.36053689,81.9872682,92.35977867,18232.06
1,18145.231,18182.3,417.08,96.82449674,35.01002521,61.94842257,-209.165419,-3.175503261,9.039548023,147.3357023,18503.28
1,18197.492,18266.58709,467.41,96.78702102,43.75927794,66.47915392,-169.3876219,-3.212978976,22.48476865,153.5225071,18608.81
1,18232.77,18320.53036,168.09,83.30098001,50.37555711,60.72214455,-131.0671941,-16.69901999,30.97268488,88.18977317,18494.18
1,18237.809,18346.65945,383.15,66.59184226,52.69655306,51.59653003,-108.7392246,-33.40815774,90.62729498,72.87037759,18376.48
1,18280.487,18379.80509,408.14,71.51333303,59.55180929,66.55495043,-97.0558488,-28.48666697,19.23979821,36.67494914,18420.11
1,18328.852,18418.92018,648.38,80.03090737,66.5679281,67.96819854,-82.85331344,-19.96909263,25.84869806,54.54253362,18495.62
1,18383.557,18430.818,349.65,65.62480704,72.47920091,71.32831689,-67.32307379,-34.37519296,79.6277666,27.10351281,18394.29
1,18417.583,18431.06218,118.8,50.85313157,74.80974803,65.54493622,-61.13809835,-49.14686843,52.79295442,-19.647584,18384.9
1,18417.827,18403.96345,36.48,17.48647269,69.76524548,50.12331453,-57.89614367,-82.51352731,60.37386637,-128.2447252,18268.54
1,18421.224,18376.364,-237.25,26.32227437,65.53352661,51.77331621,-62.32736272,-73.67772563,24.51545856,-162.4973817,18266.03
1,18401.762,18355.89782,-300.15,34.04663973,59.25574091,36.65560462,-64.63434891,-65.95336027,60.06886127,-69.3634003,18308.66
1,18354.105,18306.89382,-361.94,3.745725278,49.95161133,20.21846996,-65.48166356,-96.25427472,89.35082034,-138.3085658,18132.24
1,18303.275,18239.94382,-390.6,3.774642362,41.99897757,19.44724947,-79.03668392,-96.22535764,86.26631321,-177.2257907,17985.88
1,18252.68,18161.26291,-549.58,3.767133046,35.71650665,19.50234481,-99.98168328,-96.23286695,88.01830788,-166.2498444,17870.53
1,18161.332,18025.61745,-988.99,15.61015614,30.12618896,10.27518787,-128.0588729,-84.38984386,68.52437008,-198.8193375,17506.63
1,18067.8,17916.33891,-833.99,20.65305026,24.18840325,8.537839563,-171.5699291,-79.34694974,73.39632496,-134.1744696,17560.3
1,17983.434,17822.308,-834.27,20.81021088,19.70694363,9.293034567,-200.3418918,-79.18978912,68.69341619,-106.4493413,17550.63
1,17917.693,17775.77273,-541.05,38.08729164,18.43035964,22.69279656,-218.6668916,-61.91270836,9.936109275,-69.4388559,17727.49
1,17914.907,17834.49764,-25.35,86.91042494,25.37275486,49.12967961,-211.5455295,-13.08957506,6.092541109,48.18164671,18240.68
1,17929.545,17924.95273,103.75,93.07468658,32.04799608,54.13554227,-167.5696467,-6.925313419,22.60590465,104.1695177,18412.41
1,17947.924,18027.29909,360.21,97.11475842,38.35480795,55.08496616,-118.8365957,-2.885241577,17.15602176,120.3862052,18492.45
1,18004.086,18162.92382,707.98,98.46325151,47.82656058,65.32655088,-71.15585768,-1.536748489,13.19240196,135.5848021,18693.86
1,18090.085,18315.97545,975.34,98.2347772,57.27257406,73.39688655,-17.63786486,-1.765222802,18.31613977,122.9399101,18845.87
1,18179.312,18438.28727,1256.17,84.35760047,65.3316208,74.70909141,33.20973792,-15.64239953,84.37686532,98.07004699,18762.8
1,18310.097,18553.77236,1254.18,85.99895428,72.37050062,93.78971828,67.99689408,-14.00104572,79.69353432,83.89804934,18814.48
1,18428.523,18632.76564,1193.93,81.48556969,78.45375256,89.2248175,96.83582805,-18.51443031,64.88215254,61.19568044,18744.56
1,18546.157,18687.02873,999.48,80.35012297,84.40774377,88.75914333,113.5082235,-19.64987703,68.49840256,48.75772958,18726.97
1,18681.238,18783.782,837.62,98.49323969,90.44833857,89.91826096,129.2247307,-1.506760311,5.893564881,102.9847098,19078.3
1,18742.974,18815.92782,445.63,72.60660661,89.01795674,72.06370082,159.8015622,-27.39339339,87.1556419,87.30679996,18858.04
1,18773.872,18812.00345,228.94,49.23539455,84.63402754,61.32657849,165.5787511,-50.76460545,74.52577821,-17.81616967,18721.39
1,18765.789,18746.13945,-282.24,10.58017087,75.98056878,47.46406139,154.8063117,-89.41982913,67.57620733,-208.7896593,18411.62
1,18756.005,18715.27236,-249.85,33.47903835,69.48214747,46.89727782,127.0586434,-66.52096165,18.87460406,-117.7848419,18596.02
1,18733.238,18690.21691,-144.6,36.23335983,63.28200573,42.13221827,116.2281859,-63.76664017,52.24407891,-67.01976808,18618.2
1,18713.15,18659.06818,-252.56,29.24448639,57.77069432,42.92705942,107.0496067,-70.75551361,88.49271047,-32.37602755,18561.92
1,18682.406,18621.59364,-237.52,22.42946553,51.41374545,39.19944353,94.16920658,-77.57053447,75.48846631,-83.31595533,18507.04
1,18673.337,18616.40527,-73.1,40.66287502,47.33147598,46.97734257,81.5522847,-59.33712498,17.52241239,-38.00679797,18653.87
1,18650.878,18585.32218,-575.92,21.85078482,41.48154217,43.12789538,78.12395804,-78.14921518,90.23654439,-44.38955144,18502.38
1,18586.667,18546.288,-421.85,13.63128353,32.99534655,26.19928388,63.70016569,-86.36871647,86.26261294,-95.36776736,18436.19
1,18573.093,18570.94855,0.91,64.89729677,32.22441557,45.20278771,51.50319621,-35.10270323,11.59013247,70.22067364,18722.3
1,18588.083,18625.16618,459.67,89.32148653,36.23302476,55.25183587,62.19503425,-10.67851347,23.3255556,187.6049639,18871.29
1,18598.743,18612.46382,-77.8,19.43541682,37.11854936,53.62481468,74.46641176,-80.56458318,92.09668013,28.48042137,18518.22
1,18582.366,18582.19236,-185.95,12.54438072,35.0250836,44.03166204,58.94101286,-87.45561928,66.56353792,-129.5156291,18432.25
1,18541.498,18514.40218,-352.4,2.731170275,31.67486464,37.00573594,37.26397162,-97.26882973,85.14787364,-189.5677047,18209.52
1,18505.026,18451.80255,-309.84,8.039471418,29.55436314,38.06997344,5.14002847,-91.96052858,67.71898622,-143.0026461,18197.2
1,18485.755,18417.13055,-339.54,22.45121441,29.55653803,43.94309889,-19.19212623,-77.54878559,56.94230595,-74.4677377,18314.33
1,18431.357,18348.79145,-392.49,7.942827523,26.28453328,33.50015772,-33.35741874,-92.05717248,70.68544448,-116.0714857,18109.89
1,18375.174,18259.55382,-495.64,7.469357663,24.84639057,33.14128993,-59.87495395,-92.53064234,44.58498564,-138.7116411,17940.55
1,18300.873,18135.55491,-1029.12,2.222882011,23.70555041,29.89114844,-94.60881721,-97.77711799,92.26523843,-136.4602789,17693.18
1,18159.23,17954.64527,-1565.42,16.12128843,18.82794958,13.65649392,-142.5067059,-83.87871157,14.24292755,-196.8499998,17305.87
1,17971.119,17742.09073,-1528.04,10.55900053,10.95170098,5.537092802,-208.2672805,-89.44099947,52.75991974,-162.9246301,16990.18
1,17805.088,17539.68909,-1574.34,19.8416063,10.99231993,6.182405506,-279.9386034,-80.1583937,39.41880974,-137.7094121,16857.91
1,17674.914,17417.03855,-1079.01,34.78514195,13.21639605,18.72621564,-337.5803784,-65.21485805,53.77652534,-70.89176248,17130.51
1,17559.902,17305.12691,-1137.8,31.24393074,16.0676721,20.19765959,-362.1335492,-68.75606926,76.16359624,-61.21168479,17059.4
1,17424.145,17174.16836,-1474.7,20.29959115,17.29368407,18.23699246,-385.0722453,-79.70040885,88.08833708,-66.28896503,16839.63
1,17265.806,17048.13109,-1378.95,16.1453917,16.6631018,12.80659967,-414.5762746,-83.8546083,84.13680692,-79.26637367,16730.94
1,17138.897,16970.85727,-1099.75,25.54122021,18.42294107,18.80325072,-438.468026,-74.45877979,54.76321208,-70.56271011,16840.8
1,16991.821,16849.20145,-1223.39,2.361063384,17.91211164,17.10709941,-450.4006329,-97.63893662,92.45501551,-123.9335347,16469.79
1,16836.67,16694.62855,-1164.2,11.23021577,18.81284502,16.51075146,-483.5909328,-88.76978423,48.69144857,-220.4353439,16141.67
1,16740.253,16604.634,-648.48,27.89727987,19.99044416,27.35786581,-522.5982407,-72.10272013,8.877091178,-131.644753,16341.7
1,16691.082,16560.67345,-359.44,40.25412039,22.95995615,37.52150764,-531.874621,-59.74587961,15.09984228,-67.85448946,16498.47
1,16633.789,16486.83673,-845.53,23.42652657,23.31844817,36.03597455,-525.9455785,-76.57347343,88.83481248,-66.21340372,16284.98
1,16535.371,16398.20782,-913.07,12.59302206,21.09923618,24.336897,-531.2516963,-87.40697794,84.41929499,-81.93003183,16146.33
1,16414.314,16273.38218,-990.8,5.623249063,18.53716802,21.76697498,-542.7191223,-94.37675094,83.02943873,-118.6691317,15848.83
1,16371.984,16273.74873,-314.61,51.24570853,21.63177975,41.50552652,-556.7049607,-48.75429147,11.61962878,-22.67551468,16416.33
1,16366.565,16329.16073,-164.05,73.79195854,27.39643644,48.97497494,-520.5015479,-26.20804146,13.98562742,79.82257826,16676.75
1,16364.631,16411.86891,351.67,86.24553838,33.46686826,49.6389366,-467.1094236,-13.75446162,55.79854208,155.7247942,16821.46
1,16388.985,16475.26873,571.66,77.41376916,40.97213883,55.04156799,-412.0781802,-22.58623084,23.53355823,97.02229048,16713.33
1,16461.099,16561.41873,521.11,89.62289579,48.81140683,66.12076828,-369.1558619,-10.37710421,7.853750953,92.48475095,16862.81
1,16533.429,16671.21891,566.53,93.37419522,55.35909837,66.15345447,-318.6315234,-6.625804783,39.25500213,132.8505477,17065
1,16600.136,16786.14818,880.56,96.94487338,61.02817367,65.28147493,-260.7610155,-3.055126616,19.84794638,117.3914812,17165.54
1,16658.335,16834.66345,720.64,76.15728737,66.30124975,62.83222134,-210.2176508,-23.84271263,90.54220822,71.08572271,16866.97
1,16693.876,16806.19164,652.91,50.90404973,70.13235252,57.12452942,-193.0068933,-49.09595027,60.5028887,-40.29782768,16501.74
1,16755.737,16765.02145,51.11,34.88062848,73.05809046,63.86352737,-201.658516,-65.11937152,76.30711859,-65.5121365,16467.44
1,16785.064,16756.63291,32.85,40.00860092,71.9343797,57.69442681,-204.8651526,-59.99139908,12.16334097,-56.19141921,16709.6
1,16805.043,16773.26491,55.08,59.95078364,70.55026221,55.51220858,-186.8162142,-40.04921636,12.16671531,-1.60252421,16876.54
1,16816.28,16796.68073,220.5,66.79448586,68.60515695,53.25742247,-158.8195626,-33.20551414,81.0053228,65.84376013,16933.83
1,16819.482,16783.78436,-117.46,44.27919534,65.29169957,50.88689217,-134.0694637,-55.72080466,77.0380782,-13.73211349,16745.35
1,16843.129,16834.65673,34.28,86.55867737,64.98527773,55.88342133,-120.3188225,-13.44132263,9.597876576,57.5139116,17099.28
1,16843.144,16875.02418,-100.39,82.48160359,63.89601857,50.00407261,-85.5690691,-17.51839641,66.12251325,85.48429971,17065.15
1,16762.705,16787.38891,-505.82,5.037007267,54.70523196,33.55050858,-69.80675804,-94.96299273,91.28250705,-97.64090285,16361.15
1,16692.214,16678.18073,-339.68,9.624555395,48.05195876,34.97346038,-105.4981726,-90.37544461,65.31303412,-149.7213026,16162.06
1,16647.15,16561.61455,-416.34,17.99066261,44.76062005,39.22573735,-146.8628578,-82.00933739,38.73046205,-152.4864594,16051.1
1,16652.809,16539.22909,-185.57,52.0117113,46.47372833,51.11841923,-177.9801971,-47.9882887,10.27109442,-44.26657126,16524.03
1,16626.451,16501.63109,-430.52,46.39992519,47.11286076,44.42927431,-170.5958466,-53.60007481,72.5027534,-30.93791009,16446.02
1,16608.604,16514.65273,-235.76,64.53158383,47.57094077,46.35904801,-164.3020994,-35.46841617,13.20149288,-4.484280063,16698.07
1,16560.597,16486.49927,-291.59,46.95671566,45.58716375,40.90049244,-144.5913723,-53.04328434,85.61020036,-8.357499428,16453.76
1,16501.207,16412.10891,-947.83,25.20951579,43.6801958,39.20856773,-147.8310797,-74.79048421,52.35423763,-96.69277742,16151.45
1,16377.765,16296.40945,-1200.29,8.261107153,35.85043878,27.00735365,-172.5725216,-91.73889285,73.86366123,-119.6024785,15864.86
1,16250.491,16189.98127,-568.74,4.317300447,28.03400846,26.62724501,-209.7461945,-95.68269955,88.78964765,-113.517048,15792.41
1,16237.63,16186.71745,70.48,48.19769455,32.35007719,47.38473176,-234.8256163,-51.80230545,57.90136517,-1.689562178,16232.54
1,16277.147,16244.82655,506.13,80.32454361,39.42007601,57.6452061,-218.3629186,-19.67545639,10.59809399,53.76462711,16557.23
1,16325.684,16291.97618,12.44,76.89780206,45.31078996,59.72985651,-182.0855425,-23.10219794,90.2205687,80.32071976,16536.47
1,16369.12,16407.01364,512.37,97.69093852,49.87871268,58.88908899,-146.8234791,-2.309061476,7.574836852,123.0896976,16958.39
1,16412.91,16500.61364,185.85,85.04825793,53.74354596,58.97453764,-91.06551626,-14.95174207,87.00660755,118.0987836,16883.92
1,16451.372,16622.39182,628.93,97.82300186,57.07268776,58.05858196,-48.32026881,-2.176998142,10.47887324,111.2410633,17082.69
1,16508.505,16726.70418,873.64,88.67315261,61.24433145,62.98660266,-2.141842135,-11.32684739,62.82815082,94.17720955,17025.09
1,16568.189,16770.30145,883.43,69.4924885,65.67262872,63.72563449,26.28809356,-30.5075115,49.10737221,33.11103403,16748.29
1,16690.237,16864.32891,1292.93,92.77251019,74.12376903,77.43095512,35.08505792,-7.227489811,9.305824199,74.18591643,17085.34
1,16804.685,16909.17491,704.35,75.79214683,81.27125367,74.8730788,61.42291719,-24.20785317,11.59533791,31.4107335,16936.89
1,16859.995,16905.71218,228.41,57.93292823,82.24477703,63.74666958,69.47523936,-42.06707177,88.06540288,6.748359389,16785.64
1,16898.2,16920.12764,402.81,63.22583501,80.53490617,60.37778901,67.34890009,-36.77416499,80.27923211,54.73568491,16939.28
1,16970.039,16984.97491,296.47,90.57262178,81.90238815,66.81994634,79.52041837,-9.427378216,15.94567047,148.6491374,17254.86
1,17003.083,17042.93691,404.91,90.95164722,81.22845902,59.45421669,109.24029,-9.048352777,80.10913343,181.985404,17288.83
1,17095.171,17188.70364,722.11,91.6608156,81.88971478,71.03349352,140.9809787,-8.339184401,43.7338638,234.1027512,17804.8
1,17157.403,17299.58345,679.92,83.60732473,80.46814707,64.88732597,196.4714268,-16.39267527,74.63407898,139.4632059,17705.01
1,17202.977,17358.38836,732.54,65.51501505,78.15233331,60.09757697,227.9432483,-34.48498495,75.61322134,69.2045038,17480.83
1,17274.633,17406.00164,379.51,61.88936843,77.39202131,67.9511589,235.1394454,-38.11063157,54.28899989,45.74788243,17464.85
1,17314.292,17443.692,545.04,63.35780731,74.45055102,61.83222049,237.3025846,-36.64219269,18.13546393,27.98466827,17481.93
1,17376.864,17488.84073,776.97,70.10865804,73.88220214,69.45501579,238.5780114,-29.89134196,61.28494317,53.36620253,17562.61
1,17455.253,17523.87091,630.25,66.45963963,74.73487328,76.77604028,242.2246349,-33.54036037,35.42172759,35.59495926,17569.53
1,17497.535,17506.934,107.24,45.82337008,72.99462679,63.93073182,239.7643686,-54.17662992,90.56280762,-23.8751022,17362.1
1,17491.331,17451.53127,-96.01,11.83054148,65.12041876,47.73787994,219.1106578,-88.16945852,47.3765009,-156.6244827,17192.82
1,17474.322,17383.78745,-686.06,2.987587563,56.32401279,43.97437987,188.3089525,-97.01241244,91.83021912,-135.0304947,17118.74
1,17382.109,17276.21436,-822.34,4.624058224,47.62033706,9.25151791,153.7715703,-95.37594178,86.51540968,-170.1470377,16882.67
1,17289.195,17165.98909,-704.96,12.65498157,40.52510274,9.194554238,108.0031243,-87.34501843,43.28332981,-161.4759245,16775.87
1,17187.283,17015.53727,-1003.14,4.112818452,34.38488308,8.521099245,59.3866398,-95.88718155,86.65245203,-156.2452657,16461.71
1,17077.949,16867.21491,-1110.42,13.43420479,29.53936671,8.035618331,-1.192846806,-86.56579521,10.86750108,-146.0281517,16371.51
1,16924.366,16661.42418,-1616.51,2.541676841,23.45775367,5.119723208,-60.69914614,-97.45832316,88.45562473,-140.7557954,15946.1
1,16774.647,16505.25218,-1504.11,9.392277764,17.38611564,7.215074843,-132.6642311,-90.60772224,60.75193543,-105.9200749,16065.42
1,16587.691,16309.85636,-1662.13,10.15208864,11.75536054,5.659804573,-185.0479959,-89.84791136,54.92452792,-125.3483338,15699.97
1,16437.33,16177.27436,-1334.33,19.85052004,9.158075537,13.49202881,-245.5336361,-80.14947996,10.16068165,-99.37376816,15858.49
1,16287.591,16042.38345,-1423.31,11.32807192,9.10782858,13.53290438,-282.1432972,-88.67192808,79.75700249,-84.98815576,15695.43
1,16192.43,16020.48145,-715.54,40.65430495,12.87450032,30.58485569,-311.4118389,-59.34569505,6.551608579,-22.51398512,16167.13
1,16104.997,15987.01055,-767.53,37.84268475,16.19636297,31.58072141,-302.3103258,-62.15731525,78.35783268,-13.81693458,16008.34
1,16039.756,15990.36745,-338.25,48.53514596,19.78437941,36.30386316,-300.4285927,-51.46485404,17.00051517,4.108070654,16123.46
1,16041.93,16071.03909,111.94,81.06695067,27.47979263,50.44777472,-282.7956529,-18.93304933,81.62086957,185.8187734,16483.45
1,16089.462,16217.38455,900.73,97.0208843,35.83846058,58.79981042,-236.9916095,-2.979115697,9.129036464,192.4622735,16846.83
1,16175.385,16347.54236,739.91,94.07793497,44.9920864,68.54322501,-175.2892986,-5.922065029,33.60870324,132.5661121,16805.33
1,16256.549,16475.11964,1177.09,91.69519088,53.22237771,67.88352047,-126.6176852,-8.304809117,57.02643073,108.6939973,16877.06
1,16335.376,16517.24527,629.75,66.17073779,58.82424262,67.19154152,-87.99949072,-33.82926221,84.35498628,46.00380707,16488.24
1,16370.873,16495.07873,518.03,41.80480584,61.0196712,57.36797752,-86.10316961,-58.19519416,70.38917794,-24.76313797,16213.46
1,16388.365,16404.07455,-296.78,2.611385607,60.14800257,53.37824266,-106.5470466,-97.38861439,94.15981244,-81.47280309,15870.35
1,16371.903,16333.91909,-5.83,18.74168101,57.95674018,46.34076946,-141.8273932,-81.25831899,24.97482049,-90.56557078,16002.51
1,16359.183,16244.68945,-242.32,8.891179431,55.06158965,47.12472197,-160.9869484,-91.10882057,90.65004132,-84.68052784,15881.14
1,16330.484,16149.65073,-646.98,17.06939303,51.91501435,43.29935419,-182.7328663,-82.93060697,22.94740218,-106.1472007,15836.47
1,16231.274,15997.08091,-1355.48,4.190660813,44.22738537,26.67447241,-205.6089905,-95.80933919,89.72347367,-102.7394618,15491.35
1,16084.525,15842.18382,-1425.99,10.40281968,35.56557891,10.87256768,-245.3386668,-89.59718032,24.36637793,-129.5444635,15379.34
1,15921.5,15676.83018,-1701.98,2.099740343,26.36775944,10.00426883,-283.9432898,-97.90025966,87.4403561,-127.4924402,15175.08
1,15802.315,15633.86836,-803.03,32.08895068,20.40713542,25.93612579,-316.8859782,-67.91104932,12.0192994,-51.59871002,15685.21
1,15734.827,15635.87655,-400.1,54.34303086,19.22436473,34.77091382,-303.9306529,-45.65696914,5.876827011,-12.30956632,15813.36
1,15687.351,15636.58073,-131.65,49.23313134,19.96719728,38.22309539,-283.0356393,-50.76686866,71.90247968,24.0065427,15738.7
1,15697.391,15688.10782,-31.76,83.69405042,28.07546376,52.63575171,-264.946682,-16.30594958,11.67074096,78.5591896,15970.75
1,15684.535,15720.20945,-7.19,73.99027618,33.60032328,46.56113245,-234.0136206,-26.00972382,70.21123091,80.73634744,15873.95
1,15669.206,15728.08491,-108.62,63.44744062,39.0559494,45.95316666,-215.5484795,-36.55255938,72.26438963,37.07563346,15727.85
1,15639.952,15705.30745,52.58,43.73553117,41.72256321,42.8059217,-210.8283383,-56.26446883,86.37884873,-22.57526126,15543.93
1,15636.309,15671.66527,75.58,34.93638175,44.7971353,48.97500971,-218.0227248,-65.06361825,83.28573419,-44.41699505,15454.92
1,15650.167,15650.14,342.84,41.83474586,47.94032792,54.00965233,-226.0705204,-58.16525414,13.48807012,-72.50784941,15517.92
1,15726.595,15702.72055,254.15,84.11807264,56.14216115,69.64467475,-219.5750112,-15.88192736,9.385898408,71.56054323,15939.36
1,15746.338,15731.09236,69.28,75.91086673,60.52435276,56.61695211,-185.299752,-24.08913327,66.92438449,81.72636456,15882.64
1,15750.71,15751.22727,118.38,72.21241499,62.31129117,51.57349956,-160.4069657,-27.78758501,72.04143743,60.64945821,15857.08
1,15763.613,15772.50364,-103.02,73.75343655,64.76332169,54.86813809,-140.5898547,-26.24656345,39.70868014,37.58959149,15867.73
1,15751.418,15787.99218,-25.15,71.01432499,63.49534915,44.51727766,-123.0409208,-28.98567501,79.21858176,49.02024482,15848.8
1,15745.495,15799.50164,86.87,70.6233473,63.15865626,47.17793808,-109.6194015,-29.3766527,29.39288857,20.55829955,15814.72
1,15789.219,15875.79164,621.16,98.07035664,66.62094786,67.43826176,-94.99730634,-1.929643356,5.618255793,133.5586498,16165.09
1,15852.412,15946.09,720.94,92.23620697,71.47101544,79.24166844,-59.43447823,-7.763793026,58.8728299,155.9112048,16175.86
1,15910.671,15979.74418,519.59,76.63305815,75.64068308,75.78128457,-32.19824096,-23.36694185,65.31320894,84.75858417,16037.51
1,15974.341,16024.09855,215.26,83.34576348,79.79178485,76.88812311,-17.82364881,-16.65423652,49.4893043,101.4441759,16154.62
1,15999.341,16063.19291,306.72,88.52522661,80.23250024,65.67830624,1.789027141,-11.47477339,14.14347137,77.64129022,16189.36
1,16057.682,16148.04909,608.97,95.77629801,82.21904337,78.67584173,23.41522438,-4.223701986,15.32688387,156.861569,16466.05
1,16117.121,16219.64691,583.74,92.20561515,84.21836339,79.53431981,57.93953849,-7.794384854,49.81270602,137.4107978,16451.47
1,16194.722,16315.39582,794.94,98.13775718,86.65679545,82.66337792,86.16530137,-1.862242823,20.36460649,154.9499813,16643.74
1,16283.743,16414.35727,924.29,95.54396584,89.10975953,85.20759672,121.2284507,-4.456034157,27.9855179,130.1031068,16739.01
1,16377.444,16499.44582,586.64,95.87152871,91.63457768,87.69541465,153.7206379,-4.128471286,25.88225858,108.4351745,16751.73
1,16460.512,16611.86873,819.91,94.9849687,91.32603888,86.54424833,181.7954471,-5.015031304,19.4605972,132.2942661,16995.77
1,16550.644,16723.99018,1039.67,95.45583009,91.64800119,87.3316324,218.8284277,-4.544169914,46.72831352,126.789541,17077.18
1,16670.291,16848.23309,1079.36,97.95393697,93.78008907,98.81040771,252.9368026,-2.046063028,16.3976378,129.0424972,17233.98
1,16741.159,16883.32564,673.94,67.60441144,92.20595387,73.95484045,281.6351022,-32.39558856,88.7087921,57.6287155,16863.3
1,16841.578,16965.57855,727.5,93.37921263,92.69135247,78.29166455,281.5063925,-6.62078737,16.61972861,87.8673757,17193.55
1,16925.031,17049.03345,849.11,97.17522514,92.83124518,75.99700944,301.3046447,-2.824774856,10.02409094,99.19949836,17300.58
1,17023.069,17141.18236,788.11,92.23300971,92.83398464,78.47061693,322.2720077,-7.766990291,36.94443027,131.589904,17431.85
1,17119.191,17246.98073,865.95,97.4902338,92.7692323,78.22833582,346.1053423,-2.5097662,10.31755639,141.0804433,17604.96
1,17216.021,17353.91145,955.58,89.5411825,92.16895397,78.31849608,373.617003,-10.4588175,52.17372773,152.233875,17707.31
1,17303.093,17427.80764,626.68,80.26515259,90.60831636,74.43371871,396.3633551,-19.73484741,83.98717692,109.1990651,17622.45
1,17374.248,17501.30345,630.14,87.57410009,89.8672295,71.92582413,405.3599176,-12.42589991,44.37331243,91.08420513,17707.32
1,17449.605,17584.30382,596.77,95.36593951,89.85824044,72.63448773,415.1185513,-4.634060487,18.03873644,91.66235557,17830.75
1,17501.076,17638.68291,885.39,86.68085667,88.73093241,66.18676529,424.8993467,-13.31914333,53.77799749,72.51472668,17748.69
1,17592.03,17688.09455,579.29,87.31571718,90.70206298,86.5753028,422.7145797,-12.68428282,41.79591837,66.93445114,17772.84
1,17657.532,17734.73818,547.99,94.96126837,90.86026856,83.11995631,418.8602203,-5.03873163,28.26395939,85.49373498,17848.57
1,17747.715,17833.80691,770.56,96.86480982,90.82922702,86.491539,421.1419383,-3.135190181,12.5254274,226.1853589,18202.41
1,17819.929,17907.67509,549.03,90.88434573,90.69436063,81.32058778,440.5224386,-9.115654274,20.64391223,156.2366269,18153.99
1,17888.368,17993.02436,582.04,84.14762825,89.36010007,80.68820792,449.4893762,-15.85237175,70.933687,153.2586755,18289.35
1,17960.498,18091.25018,806.16,95.25957342,89.93193916,81.30696713,462.246883,-4.740426582,23.86196769,125.7007067,18428.61
1,18012.778,18124.84145,437.93,59.9095521,87.89637911,69.3560808,471.9536831,-40.0904479,88.4477884,68.59245316,18145.25
1,18049.896,18136.79091,247.75,51.30092415,84.26906152,63.92941848,454.7178344,-48.69907585,70.02251791,20.00493803,18078.5
1,18059.178,18113.82255,174.88,33.06009101,78.03847667,53.40284193,429.4282444,-66.93990899,78.62665369,-27.83520378,17923.57
1,18028.884,18002.29018,-327.09,5.61314725,69.93170573,41.39189143,387.6784043,-94.38685275,89.19888805,-146.1398326,17445.75
1,18024.712,17948.15127,-117.45,30.59870068,64.26000408,48.96775598,323.5030518,-69.40129932,18.54858349,-112.5966387,17731.12
1,18015.123,17898.69091,-449.73,32.48638521,58.01251576,47.56212278,288.4748271,-67.51361479,76.89714887,-71.00732349,17752.68
1,17953.279,17820.29945,-570.02,17.71499116,50.0975339,32.64310653,256.7038061,-82.28500884,52.52890742,-104.7217066,17583.97
1,17901.56,17762.75782,-652.55,22.34051868,43.24315119,35.52059128,218.6414528,-77.65948132,41.79340659,-75.43140622,17636.8
1,17836.324,17714.65418,-791.62,22.35715411,37.06410378,30.24085584,189.7797479,-77.64284589,67.5826972,-59.22445832,17636.99
1,17729.75,17628.57164,-782.38,4.174233169,27.95556975,20.15803857,161.0411294,-95.82576683,82.32559765,-107.9379423,17362.87
1,17632.554,17527.39709,-905.21,4.014269788,22.36604152,21.27540104,116.048938,-95.98573021,92.01497303,-133.7253102,17173.29
1,17539.256,17438.84545,-778.05,11.49758698,18.3857078,21.77714051,66.69985436,-88.50241302,40.69303496,-174.8075664,17145.52
1,17497.223,17432.29709,57.49,49.81663946,20.06136265,38.67444104,30.65181195,-50.18336054,13.79008746,-32.37237242,17503.24
1,17511.415,17448.742,-143.45,58.32275484,25.33232341,54.85269579,26.63200153,-41.67724516,66.47323842,37.36429229,17587.67
